CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Year,Grade_Subject,Subject,MetExcExpPerc
13,ESSEX,3570,NEWARK CITY,80,WEST SIDE HIGH SCHOOL,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,80,WEST SIDE HIGH SCHOOL,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Grade 7,Math,45
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Grade 7,Math,45
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Grade 8,Math,19
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Grade 8,Math,19
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Algebra I,Math,23
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Algebra I,Math,23
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Algebra I,Math,23
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,87,AMERICAN HISTORY HIGH SCHOOL,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 3,Math,41
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 3,Math,41
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 4,Math,34
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 4,Math,34
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 5,Math,22
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 5,Math,22
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 6,Math,26
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 6,Math,26
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 7,Math,37
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 7,Math,37
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 8,Math,40
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,2017-18,Grade 8,Math,40
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 3,Math,58
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 3,Math,58
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 4,Math,48
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 4,Math,48
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 5,Math,49
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 5,Math,49
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 6,Math,46
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 6,Math,46
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 7,Math,53
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 7,Math,53
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 8,Math,51
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Grade 8,Math,51
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Algebra I,Math,100
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Algebra I,Math,100
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,2017-18,Algebra I,Math,100
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 3,Math,16
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 3,Math,16
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 4,Math,25
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 4,Math,25
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 5,Math,30
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 5,Math,30
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 6,Math,18
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 6,Math,18
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 7,Math,9999999
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 7,Math,9999999
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 8,Math,21
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2017-18,Grade 8,Math,21
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 3,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 3,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 4,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 4,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 5,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 5,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 6,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 6,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 7,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 7,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 8,Math,9999999
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,2017-18,Grade 8,Math,9999999
13,ESSEX,3570,NEWARK CITY,270,BRANCH BROOK SCHOOL,2017-18,Grade 3,Math,91
13,ESSEX,3570,NEWARK CITY,270,BRANCH BROOK SCHOOL,2017-18,Grade 3,Math,91
13,ESSEX,3570,NEWARK CITY,270,BRANCH BROOK SCHOOL,2017-18,Grade 4,Math,61
13,ESSEX,3570,NEWARK CITY,270,BRANCH BROOK SCHOOL,2017-18,Grade 4,Math,61
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 3,Math,24
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 3,Math,24
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 4,Math,9999999
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 4,Math,9999999
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 5,Math,16
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 5,Math,16
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 6,Math,15
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 6,Math,15
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 7,Math,17
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 7,Math,17
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 8,Math,15
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,2017-18,Grade 8,Math,15
13,ESSEX,3570,NEWARK CITY,302,NEWARK LEADERSHIP ACADEMY,2017-18,Algebra I,Math,9999999
13,ESSEX,3570,NEWARK CITY,302,NEWARK LEADERSHIP ACADEMY,2017-18,Algebra I,Math,9999999
13,ESSEX,3570,NEWARK CITY,302,NEWARK LEADERSHIP ACADEMY,2017-18,Algebra I,Math,9999999
13,ESSEX,3570,NEWARK CITY,302,NEWARK LEADERSHIP ACADEMY,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,302,NEWARK LEADERSHIP ACADEMY,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,302,NEWARK LEADERSHIP ACADEMY,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,304,BARD EARLY COLLEGE HIGH SCHOOL,2017-18,Algebra I,Math,32
13,ESSEX,3570,NEWARK CITY,304,BARD EARLY COLLEGE HIGH SCHOOL,2017-18,Algebra I,Math,32
13,ESSEX,3570,NEWARK CITY,304,BARD EARLY COLLEGE HIGH SCHOOL,2017-18,Algebra I,Math,32
13,ESSEX,3570,NEWARK CITY,304,BARD EARLY COLLEGE HIGH SCHOOL,2017-18,Geometry,Math,19
13,ESSEX,3570,NEWARK CITY,304,BARD EARLY COLLEGE HIGH SCHOOL,2017-18,Geometry,Math,19
13,ESSEX,3570,NEWARK CITY,304,BARD EARLY COLLEGE HIGH SCHOOL,2017-18,Geometry,Math,19
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Grade 5,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Grade 5,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Grade 6,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Grade 6,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Grade 7,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Grade 7,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Grade 8,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Grade 8,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Algebra I,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Algebra I,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Algebra I,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 3,Math,9999999
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 3,Math,9999999
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 4,Math,36
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 4,Math,36
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 5,Math,23
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 5,Math,23
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 6,Math,14
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 6,Math,14
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 7,Math,21
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 7,Math,21
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 8,Math,9999999
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,2017-18,Grade 8,Math,9999999
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,2017-18,Algebra I,Math,9999999
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,2017-18,Algebra I,Math,9999999
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,2017-18,Algebra I,Math,9999999
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,2017-18,Algebra II,Math,9999999
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,2017-18,Geometry,Math,9999999
13,ESSEX,3570,NEWARK CITY,317,SALOME UREÑA ELEMENTARY SCHOOL,2017-18,Grade 3,Math,17
13,ESSEX,3570,NEWARK CITY,317,SALOME UREÑA ELEMENTARY SCHOOL,2017-18,Grade 3,Math,17
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 3,Math,9999999
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 3,Math,9999999
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 4,Math,15
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 4,Math,15
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 5,Math,16
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 5,Math,16
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 6,Math,15
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 6,Math,15
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 7,Math,10
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 7,Math,10
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 8,Math,12
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,2017-18,Grade 8,Math,12
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 3,Math,11
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 3,Math,11
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 4,Math,27
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 4,Math,27
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 5,Math,14
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 5,Math,14
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 6,Math,11
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 6,Math,11
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 7,Math,15
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 7,Math,15
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 8,Math,24
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,2017-18,Grade 8,Math,24
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 3,Math,28
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 3,Math,28
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 4,Math,9999999
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 4,Math,9999999
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 5,Math,33
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 5,Math,33
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 6,Math,17
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 6,Math,17
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 7,Math,19
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 7,Math,19
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 8,Math,29
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,2017-18,Grade 8,Math,29
13,ESSEX,3570,NEWARK CITY,390,ELLIOTT STREET ELEMENTARY SCHOOL,2017-18,Grade 3,Math,18
13,ESSEX,3570,NEWARK CITY,390,ELLIOTT STREET ELEMENTARY SCHOOL,2017-18,Grade 3,Math,18
13,ESSEX,3570,NEWARK CITY,390,ELLIOTT STREET ELEMENTARY SCHOOL,2017-18,Grade 4,Math,28
13,ESSEX,3570,NEWARK CITY,390,ELLIOTT STREET ELEMENTARY SCHOOL,2017-18,Grade 4,Math,28
13,ESSEX,3570,NEWARK CITY,390,ELLIOTT STREET ELEMENTARY SCHOOL,2017-18,Grade 5,Math,30
13,ESSEX,3570,NEWARK CITY,390,ELLIOTT STREET ELEMENTARY SCHOOL,2017-18,Grade 5,Math,30
13,ESSEX,3570,NEWARK CITY,390,ELLIOTT STREET ELEMENTARY SCHOOL,2017-18,Grade 6,Math,21
13,ESSEX,3570,NEWARK CITY,390,ELLIOTT STREET ELEMENTARY SCHOOL,2017-18,Grade 6,Math,21
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 3,Math,62
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 3,Math,62
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 4,Math,62
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 4,Math,62
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 5,Math,51
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 5,Math,51
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 6,Math,42
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 6,Math,42
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 7,Math,38
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 7,Math,38
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 8,Math,38
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2017-18,Grade 8,Math,38
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 3,Math,19
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 3,Math,19
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 4,Math,25
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 4,Math,25
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 5,Math,9999999
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 5,Math,9999999
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 6,Math,15
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 6,Math,15
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 7,Math,10
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 7,Math,10
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 8,Math,9999999
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,2017-18,Grade 8,Math,9999999
13,ESSEX,3570,NEWARK CITY,430,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2017-18,Grade 3,Math,30
13,ESSEX,3570,NEWARK CITY,430,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2017-18,Grade 3,Math,30
13,ESSEX,3570,NEWARK CITY,430,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2017-18,Grade 4,Math,32
13,ESSEX,3570,NEWARK CITY,430,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2017-18,Grade 4,Math,32
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 3,Math,9999999
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 3,Math,9999999
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 4,Math,13
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 4,Math,13
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 5,Math,13
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 5,Math,13
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 6,Math,9999999
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 6,Math,9999999
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 7,Math,9999999
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 7,Math,9999999
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 8,Math,14
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2017-18,Grade 8,Math,14
13,ESSEX,3570,NEWARK CITY,440,DR WILLIAM H HORTON ELEMENTARY SCHOOL,2017-18,Grade 3,Math,13
13,ESSEX,3570,NEWARK CITY,440,DR WILLIAM H HORTON ELEMENTARY SCHOOL,2017-18,Grade 3,Math,13
13,ESSEX,3570,NEWARK CITY,440,DR WILLIAM H HORTON ELEMENTARY SCHOOL,2017-18,Grade 4,Math,9999999
13,ESSEX,3570,NEWARK CITY,440,DR WILLIAM H HORTON ELEMENTARY SCHOOL,2017-18,Grade 4,Math,9999999
13,ESSEX,3570,NEWARK CITY,440,DR WILLIAM H HORTON ELEMENTARY SCHOOL,2017-18,Grade 5,Math,9999999
13,ESSEX,3570,NEWARK CITY,440,DR WILLIAM H HORTON ELEMENTARY SCHOOL,2017-18,Grade 5,Math,9999999
13,ESSEX,3570,NEWARK CITY,440,DR WILLIAM H HORTON ELEMENTARY SCHOOL,2017-18,Grade 6,Math,14
